statistic_yyy,according,site_id,death_total,death_m,death_f,death_age_000_m,death_age_000_f,death_age_000_thisyear_m,death_age_000_thisyear_f,death_age_000_lastyear_m,death_age_000_lastyear_f,death_age_001_m,death_age_001_f,death_age_002_m,death_age_002_f,death_age_003_m,death_age_003_f,death_age_004_m,death_age_004_f,death_age_005_m,death_age_005_f,death_age_006_m,death_age_006_f,death_age_007_m,death_age_007_f,death_age_008_m,death_age_008_f,death_age_009_m,death_age_009_f,death_age_010_m,death_age_010_f,death_age_011_m,death_age_011_f,death_age_012_m,death_age_012_f,death_age_013_m,death_age_013_f,death_age_014_m,death_age_014_f,death_age_015_m,death_age_015_f,death_age_016_m,death_age_016_f,death_age_017_m,death_age_017_f,death_age_018_m,death_age_018_f,death_age_019_m,death_age_019_f,death_age_020_m,death_age_020_f,death_age_021_m,death_age_021_f,death_age_022_m,death_age_022_f,death_age_023_m,death_age_023_f,death_age_024_m,death_age_024_f,death_age_025_m,death_age_025_f,death_age_026_m,death_age_026_f,death_age_027_m,death_age_027_f,death_age_028_m,death_age_028_f,death_age_029_m,death_age_029_f,death_age_030_m,death_age_030_f,death_age_031_m,death_age_031_f,death_age_032_m,death_age_032_f,death_age_033_m,death_age_033_f,death_age_034_m,death_age_034_f,death_age_035_m,death_age_035_f,death_age_036_m,death_age_036_f,death_age_037_m,death_age_037_f,death_age_038_m,death_age_038_f,death_age_039_m,death_age_039_f,death_age_040_m,death_age_040_f,death_age_041_m,death_age_041_f,death_age_042_m,death_age_042_f,death_age_043_m,death_age_043_f,death_age_044_m,death_age_044_f,death_age_045_m,death_age_045_f,death_age_046_m,death_age_046_f,death_age_047_m,death_age_047_f,death_age_048_m,death_age_048_f,death_age_049_m,death_age_049_f,death_age_050_m,death_age_050_f,death_age_051_m,death_age_051_f,death_age_052_m,death_age_052_f,death_age_053_m,death_age_053_f,death_age_054_m,death_age_054_f,death_age_055_m,death_age_055_f,death_age_056_m,death_age_056_f,death_age_057_m,death_age_057_f,death_age_058_m,death_age_058_f,death_age_059_m,death_age_059_f,death_age_060_m,death_age_060_f,death_age_061_m,death_age_061_f,death_age_062_m,death_age_062_f,death_age_063_m,death_age_063_f,death_age_064_m,death_age_064_f,death_age_065_m,death_age_065_f,death_age_066_m,death_age_066_f,death_age_067_m,death_age_067_f,death_age_068_m,death_age_068_f,death_age_069_m,death_age_069_f,death_age_070_m,death_age_070_f,death_age_071_m,death_age_071_f,death_age_072_m,death_age_072_f,death_age_073_m,death_age_073_f,death_age_074_m,death_age_074_f,death_age_075_m,death_age_075_f,death_age_076_m,death_age_076_f,death_age_077_m,death_age_077_f,death_age_078_m,death_age_078_f,death_age_079_m,death_age_079_f,death_age_080_m,death_age_080_f,death_age_081_m,death_age_081_f,death_age_082_m,death_age_082_f,death_age_083_m,death_age_083_f,death_age_084_m,death_age_084_f,death_age_085_m,death_age_085_f,death_age_086_m,death_age_086_f,death_age_087_m,death_age_087_f,death_age_088_m,death_age_088_f,death_age_089_m,death_age_089_f,death_age_090_m,death_age_090_f,death_age_091_m,death_age_091_f,death_age_092_m,death_age_092_f,death_age_093_m,death_age_093_f,death_age_094_m,death_age_094_f,death_age_095_m,death_age_095_f,death_age_096_m,death_age_096_f,death_age_097_m,death_age_097_f,death_age_098_m,death_age_098_f,death_age_099_m,death_age_099_f,death_age_100up_m,death_age_100up_f
107,按登記日期分,新北市貢寮區,157,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,1,2,2,1,6,2,3,2,2,3,2,2,2,6,3,1,6,2,3,2,4,3,5,3,2,4,0,3,2,1,5,4,1,2,2,3,2,4,0,1,3,5,0,2,0,2,1,1,0,0,0,0,2,0
107,按登記日期分,新北市金山區,168,102,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,3,0,2,1,1,0,4,0,0,0,0,1,3,0,0,0,1,2,2,0,2,2,0,0,1,1,0,0,3,1,2,1,2,2,0,1,0,1,0,2,3,2,2,1,3,1,7,0,3,2,3,3,3,2,3,4,2,2,1,6,4,2,1,1,2,5,2,1,3,3,3,3,2,0,0,2,3,3,2,1,2,0,2,0,2,1,0,0,0,0,0,0,0,2,2,2
107,按登記日期分,新北市萬里區,230,157,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0,2,0,2,1,2,0,5,3,2,1,2,0,2,0,3,1,3,0,1,0,2,0,1,0,2,0,4,0,2,1,1,0,5,3,3,3,3,1,3,1,4,0,1,4,2,1,3,1,7,1,4,0,6,1,5,5,4,5,5,4,4,1,4,0,3,3,3,2,5,3,4,4,8,3,7,3,1,5,3,2,2,1,5,0,1,1,1,1,2,0,0,0,2,0,0,0,1,2,0,0,0,1
107,按登記日期分,新北市烏來區,41,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
107,按登記日期分,臺北市松山區,1341,755,586,3,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,1,2,0,0,3,3,2,0,1,0,2,0,0,2,2,1,2,1,1,1,1,4,0,1,3,0,7,1,2,1,2,2,3,3,4,5,5,3,4,4,6,2,13,5,9,5,5,4,10,3,6,4,10,4,9,2,13,7,10,10,12,6,10,4,9,9,12,7,10,6,9,5,17,8,16,5,11,8,12,15,9,4,14,11,20,7,12,12,20,14,16,12,13,15,24,20,14,20,26,19,27,19,24,20,21,26,25,17,28,21,21,21,19,29,27,25,18,21,15,23,20,19,14,14,14,12,13,4,6,8,9,2,15,10
107,按登記日期分,臺北市信義區,1582,900,682,4,2,3,2,1,0,0,1,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,1,1,1,1,2,3,2,2,1,4,2,4,0,2,0,3,1,3,0,3,1,3,1,2,1,4,3,5,3,9,4,10,2,2,3,7,3,8,4,7,3,5,6,5,4,6,5,9,6,12,6,11,8,10,10,10,4,11,9,10,8,11,12,13,13,14,7,12,11,14,12,16,11,10,7,17,8,7,8,18,12,24,7,18,11,24,14,23,15,20,17,21,16,12,19,22,26,18,19,20,20,21,23,24,32,31,22,44,37,38,32,32,22,34,19,30,19,31,23,20,19,27,12,16,8,12,11,5,7,4,5,9,12
107,按登記日期分,臺北市大安區,2040,1139,901,5,5,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,3,2,0,0,1,0,2,3,0,4,0,0,2,1,2,2,2,4,3,4,1,3,1,3,3,5,1,9,2,3,1,2,4,6,6,5,7,8,5,7,4,3,7,7,8,10,2,5,8,9,9,8,7,9,5,16,5,16,11,20,10,6,11,19,9,25,12,28,15,24,15,20,13,23,16,20,10,14,10,8,9,16,16,25,12,21,15,23,16,20,24,21,23,28,20,26,25,26,18,26,21,30,15,33,27,31,32,50,34,45,35,41,40,49,39,37,36,57,46,34,23,30,22,30,22,23,20,16,16,9,12,7,6,11,30
107,按登記日期分,臺北市中山區,1579,832,747,3,7,3,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1,0,0,1,0,1,0,0,2,1,1,0,0,3,3,1,3,1,2,1,0,0,1,1,1,2,1,3,0,3,4,0,2,3,2,5,0,5,4,4,6,4,5,1,4,6,3,6,7,3,6,13,4,6,3,5,8,12,6,9,5,12,10,12,9,14,5,23,9,16,10,19,11,14,13,16,17,19,9,20,5,11,11,20,7,12,10,13,9,15,6,18,9,27,15,20,10,26,16,18,19,20,28,20,22,16,19,19,21,22,21,19,16,30,22,27,30,25,22,28,27,23,18,17,32,16,32,13,27,18,20,19,15,12,20,9,11,7,14,2,8,5,5,8,12
107,按登記日期分,臺北市中正區,1082,617,465,7,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,2,1,0,1,1,2,0,1,3,1,2,3,3,2,4,1,3,2,3,2,4,0,3,3,5,1,6,3,1,2,8,5,4,4,9,2,4,1,3,4,6,4,10,5,6,1,8,1,15,7,6,1,7,6,10,5,11,9,10,8,7,4,10,1,6,4,11,7,7,4,12,7,12,10,15,9,21,9,14,12,13,14,13,13,16,14,15,19,17,15,19,13,25,16,29,23,24,23,13,20,22,18,26,12,17,27,15,17,15,14,12,7,7,9,6,5,4,7,5,5,11,9
107,按登記日期分,臺北市大同區,982,578,404,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,2,2,0,1,0,0,2,1,0,1,0,2,1,0,0,1,0,0,1,2,0,3,0,3,1,4,0,2,3,4,2,3,3,12,0,8,2,4,3,8,5,2,4,3,5,12,3,6,6,12,2,5,2,4,3,11,3,7,2,12,5,16,5,16,4,9,5,14,8,10,7,8,5,14,3,7,4,13,8,12,7,16,6,16,5,17,11,13,5,16,12,8,11,20,14,18,16,15,13,20,20,21,18,15,15,17,22,11,13,16,14,11,11,11,9,5,14,6,11,8,11,9,9,5,5,9,3,2,6,3,1,0,3,1,4
107,按登記日期分,臺北市萬華區,1760,1023,737,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,1,2,3,1,3,1,2,0,4,2,2,1,3,0,1,3,3,3,2,1,2,2,5,2,4,0,6,1,7,8,8,2,7,2,3,2,4,3,8,1,9,2,11,1,9,4,9,8,10,8,11,11,17,5,13,7,16,8,10,5,12,9,16,10,22,14,25,8,18,9,26,14,24,11,13,11,12,6,15,7,22,12,23,18,24,20,24,26,17,25,15,26,21,22,19,24,28,25,30,30,32,24,35,24,31,19,33,33,37,25,38,23,30,18,23,29,29,19,23,20,26,25,20,9,15,10,10,9,6,6,7,6,2,2,17,5
107,按登記日期分,臺北市文山區,1655,925,730,6,4,4,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,4,1,0,0,0,0,0,3,2,0,4,4,0,1,4,1,4,3,1,4,2,1,1,1,4,1,5,5,5,1,7,4,4,3,9,3,11,5,9,8,7,6,10,5,9,4,7,7,8,9,15,5,11,6,13,4,13,11,8,7,18,9,13,12,23,6,11,11,11,16,20,8,19,4,16,9,13,10,13,15,13,10,12,14,17,14,19,16,12,18,28,11,24,12,23,23,17,20,24,20,19,26,30,32,30,25,36,25,30,33,30,26,25,25,25,24,35,28,25,19,22,17,22,12,17,17,9,6,12,12,5,6,12,14
107,按登記日期分,臺北市南港區,807,472,335,5,3,3,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,1,0,1,1,1,0,1,0,1,5,1,0,0,1,1,1,0,1,0,1,1,0,2,0,1,1,1,5,1,1,6,2,0,2,2,5,0,5,5,6,1,4,2,2,1,5,1,12,4,7,1,4,2,2,1,8,3,6,3,6,4,6,3,7,2,5,4,6,4,7,8,12,7,12,9,3,4,8,9,9,4,6,6,6,5,4,6,8,5,8,3,10,6,9,15,11,7,13,8,13,8,8,14,16,14,11,8,12,9,16,9,11,8,14,10,16,10,13,17,13,6,14,10,15,4,7,8,13,4,7,4,2,5,5,7,3,3,2,1,3,5
107,按登記日期分,臺北市內湖區,1389,796,593,5,4,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,1,0,1,1,2,2,2,1,1,2,1,2,3,0,1,3,3,1,0,2,2,1,6,0,2,1,2,2,4,1,4,2,4,1,5,2,2,3,6,1,6,2,9,3,7,5,6,6,8,7,10,0,6,13,8,9,11,8,13,3,10,4,14,14,17,12,19,9,20,9,13,10,24,6,18,11,15,7,23,8,4,10,11,5,14,9,12,9,14,10,16,12,13,10,15,17,12,12,14,16,16,15,20,21,24,16,19,12,17,21,26,13,28,29,26,17,21,18,21,13,19,19,23,18,21,20,18,17,17,16,8,7,5,9,3,9,2,4,2,2,7,5
107,按登記日期分,臺北市士林區,1949,1080,869,8,4,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,1,0,0,2,0,1,2,1,2,2,1,3,1,1,0,3,2,1,0,3,3,3,3,1,3,3,6,1,2,4,7,2,3,6,3,8,6,6,8,5,5,9,4,5,5,7,6,10,6,9,6,14,5,17,11,13,8,11,7,15,4,12,6,14,11,25,10,19,13,25,8,28,13,22,12,22,12,19,8,15,14,13,4,14,9,18,8,22,18,29,17,25,13,29,19,26,23,20,32,30,22,27,35,32,21,28,28,29,36,27,39,27,42,46,38,51,24,32,37,18,30,26,23,22,19,17,17,15,25,19,12,20,14,10,9,3,7,7,0,10,14
107,按登記日期分,臺北市北投區,1736,988,748,5,3,4,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,2,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,2,3,1,4,0,2,1,1,3,1,2,0,2,1,2,4,2,2,1,2,1,6,2,3,2,2,1,4,5,7,7,4,4,8,3,9,2,4,5,9,3,8,5,13,5,12,7,10,6,11,6,9,5,10,7,13,10,23,3,10,7,10,9,17,7,28,19,19,5,13,10,21,14,13,10,18,15,13,13,12,7,22,15,27,19,20,14,20,17,21,19,23,27,23,15,35,23,21,17,30,19,25,19,18,30,31,21,37,25,25,29,44,21,31,28,30,27,23,22,20,20,24,22,13,10,12,10,9,14,5,8,5,4,3,10,13,8
107,按登記日期分,桃園市桃園區,2235,1289,946,3,4,2,2,1,2,0,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,2,2,2,1,2,0,2,1,2,1,2,3,2,0,1,2,1,1,3,0,3,1,0,2,5,4,2,3,3,1,4,0,2,2,2,1,4,3,10,3,7,4,8,3,6,4,9,4,6,5,16,2,12,7,10,3,6,7,9,6,14,6,16,6,20,7,17,3,19,8,18,10,15,7,19,12,24,11,21,9,22,15,23,21,30,11,27,9,26,14,26,19,29,16,20,10,24,27,27,13,21,20,19,11,15,15,28,20,19,10,26,15,25,23,28,33,36,25,31,25,24,35,27,26,29,35,29,19,27,35,39,27,31,24,46,26,31,24,32,20,30,24,20,21,24,26,19,19,9,16,9,11,11,8,3,11,3,5,1,5,5,11
107,按登記日期分,桃園市中壢區,2293,1390,903,4,4,1,3,3,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,1,0,4,0,0,0,1,1,6,0,4,0,0,0,3,0,0,0,1,1,3,2,1,2,1,0,4,2,1,2,3,2,2,2,5,1,5,2,6,7,10,2,10,5,10,0,5,4,9,2,8,0,9,5,14,7,9,4,17,5,15,14,23,8,20,9,20,9,25,11,18,8,20,10,15,5,17,6,20,11,19,12,26,13,21,13,20,13,24,10,23,13,29,14,22,18,21,14,33,13,18,12,17,18,16,11,19,20,24,13,22,18,25,22,17,25,27,25,22,36,28,27,25,25,22,29,19,24,23,21,39,33,56,23,54,29,55,31,58,35,33,19,50,15,29,19,30,19,17,19,13,13,15,5,11,7,4,5,1,5,7,7
107,按登記日期分,桃園市大溪區,696,424,272,1,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,1,1,1,4,2,0,1,0,4,0,3,0,2,2,2,1,4,1,2,0,5,2,4,1,4,1,5,4,6,4,6,2,1,1,4,2,2,3,4,2,3,3,4,0,1,3,4,1,6,1,6,4,10,4,13,4,6,1,3,6,4,0,5,4,5,2,6,5,5,4,8,2,3,4,5,3,8,6,4,5,10,3,10,8,5,8,5,3,6,3,8,6,6,3,9,8,12,9,7,7,9,8,11,9,8,13,16,11,16,7,17,6,18,11,15,10,9,13,7,3,12,9,6,2,5,5,3,3,2,3,2,1,2,0,5,1
107,按登記日期分,桃園市楊梅區,996,616,380,4,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,1,1,1,0,0,1,2,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,2,0,2,1,3,2,2,1,3,1,2,1,7,2,5,5,3,0,5,0,7,4,2,1,4,1,4,1,5,4,8,1,8,4,2,3,3,0,11,0,6,2,11,2,5,3,10,2,10,4,8,4,12,3,9,5,5,3,13,5,12,3,10,9,7,9,17,7,11,4,7,8,10,4,11,8,10,5,12,5,7,4,12,5,11,8,16,8,9,9,16,14,16,11,7,15,8,14,6,12,14,13,14,11,16,10,21,11,17,10,18,10,13,10,21,11,11,9,19,9,10,2,9,6,6,8,2,5,1,0,7,8,1,6,1,2,2,4
107,按登記日期分,桃園市蘆竹區,769,471,298,3,7,2,6,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,3,0,3,2,2,0,5,2,1,2,4,1,6,1,3,2,1,2,4,1,5,4,5,4,6,1,6,1,5,0,7,4,7,2,9,1,5,3,9,0,10,6,10,1,14,5,12,3,12,1,9,2,11,3,9,3,14,8,10,4,6,2,11,5,9,7,8,4,5,3,8,2,5,2,8,6,6,11,13,11,4,4,11,4,5,14,12,10,13,11,6,6,6,9,11,4,11,10,12,8,11,4,9,13,9,5,9,5,5,9,9,9,4,7,4,7,10,2,0,3,2,1,2,4,2,2,0,1,4,5
107,按登記日期分,桃園市大園區,563,372,191,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1,5,0,2,0,2,0,2,1,5,0,5,1,3,0,5,0,5,2,2,1,4,1,5,2,3,0,7,1,4,1,5,3,9,1,8,5,7,1,4,0,8,1,8,2,7,1,6,1,8,2,5,5,6,0,9,0,11,4,9,1,6,2,5,3,10,5,9,2,3,0,3,3,4,5,7,5,6,3,8,9,9,5,10,4,5,3,5,8,7,5,9,7,9,7,12,6,7,8,12,7,9,12,5,6,4,8,4,2,6,3,3,7,2,2,4,1,1,2,1,0,1,2,2,0,1,4
107,按登記日期分,桃園市龜山區,939,602,337,2,5,1,3,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,2,0,2,0,1,1,1,1,0,0,1,0,2,1,1,0,1,1,0,1,2,0,3,1,1,1,3,2,7,0,2,1,3,3,5,4,7,0,7,4,6,0,1,1,6,0,9,1,8,5,7,3,6,3,7,3,10,2,10,4,8,5,9,2,5,2,9,3,9,4,7,3,12,7,6,5,13,3,17,2,10,6,7,2,10,6,9,10,11,12,11,7,13,9,10,0,7,4,8,3,9,10,8,6,11,2,6,11,9,8,12,12,12,10,9,5,9,14,6,10,12,7,14,9,15,6,13,8,18,7,22,7,17,10,17,8,11,4,20,11,10,5,2,6,7,3,5,2,4,8,2,1,0,1,1,0
107,按登記日期分,桃園市八德區,1263,842,421,5,5,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,2,0,1,0,2,0,0,0,2,0,1,1,2,0,0,0,1,1,2,0,0,1,2,1,3,0,1,2,4,3,3,2,6,1,0,2,7,0,5,2,1,2,5,0,7,1,3,5,7,3,2,0,7,1,6,3,7,6,9,0,11,5,4,3,10,7,13,1,10,5,11,4,9,1,19,3,11,9,14,7,15,8,14,12,13,7,14,7,10,8,14,9,11,11,19,11,10,15,6,3,7,7,6,9,17,12,11,8,18,8,19,9,11,4,11,11,8,16,12,11,9,14,13,10,13,17,23,11,29,11,32,12,39,7,45,7,34,6,36,8,28,12,20,4,17,6,11,4,5,6,6,2,6,3,1,3,9,3
107,按登記日期分,桃園市龍潭區,758,483,275,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,1,0,0,0,3,0,1,1,0,1,1,0,1,0,2,1,0,2,1,0,1,0,1,0,1,1,1,1,0,0,2,1,0,1,0,1,0,0,1,2,7,0,1,0,0,1,4,1,2,1,2,2,2,2,6,3,6,1,7,2,1,1,2,1,1,3,7,4,9,1,6,1,7,1,5,4,9,2,10,4,6,0,6,2,3,2,9,4,3,7,5,5,7,5,8,6,10,2,7,10,6,3,6,6,10,4,5,4,3,2,8,1,6,2,11,10,7,5,8,7,9,3,7,5,8,7,8,6,9,6,10,11,10,9,15,8,16,6,16,10,19,7,20,12,21,7,16,9,11,7,8,4,7,4,2,3,6,3,4,4,3,3,2,1,2,3
107,按登記日期分,桃園市平鎮區,1282,821,461,5,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,1,1,1,0,1,1,1,0,0,1,1,1,0,5,0,0,1,1,0,1,1,2,1,4,1,5,3,2,0,4,3,4,2,5,3,3,0,6,1,9,1,5,3,5,2,7,2,9,4,7,2,4,6,4,6,9,3,10,2,12,2,13,9,7,9,13,4,13,4,16,3,17,9,18,7,18,5,9,4,13,9,9,5,21,11,15,11,12,12,12,10,13,11,13,4,16,15,12,11,16,4,13,8,15,8,13,8,17,16,17,13,14,16,13,14,15,9,15,14,18,9,20,8,13,18,22,15,27,9,40,8,33,9,29,14,24,5,17,8,6,7,4,6,9,10,0,1,3,3,3,2,0,3,6,3
107,按登記日期分,桃園市新屋區,453,267,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,1,0,1,0,0,0,1,0,4,0,0,0,4,2,2,1,1,0,4,0,1,1,1,4,4,1,3,1,4,0,4,0,4,3,4,2,3,1,2,1,3,1,3,1,2,1,3,2,3,1,4,2,5,1,6,1,5,1,9,1,2,2,6,1,2,1,1,0,5,3,7,1,6,7,3,4,7,6,6,3,6,8,9,6,10,7,10,7,3,8,11,7,8,5,14,10,9,12,14,5,8,5,6,11,6,5,4,3,2,6,5,3,0,3,0,4,0,2,0,2,0,1
107,按登記日期分,桃園市觀音區,464,280,184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,1,0,4,2,2,2,2,1,3,0,0,1,2,0,3,1,1,1,2,0,4,1,1,3,5,3,6,0,7,2,3,1,4,1,4,1,6,1,5,1,5,1,3,1,3,0,2,0,5,5,8,1,4,3,4,1,1,1,3,3,5,1,4,5,7,4,4,2,4,0,5,4,4,5,2,6,7,3,9,5,15,1,7,9,6,3,10,9,9,8,5,3,3,6,6,3,12,8,9,7,6,7,9,5,5,7,4,3,4,7,1,3,0,3,1,0,3,4,1,2,1,2,1,4
